art_no,name,competitor,link
0,Frames,Target,https://www.target.com/p/11-x-14-matted-to-8-x-10-single-picture-gallery-frame-threshold/-/A-50651841?preselect=10326681#lnk=sametab
0,Frames,Target,https://www.target.com/p/8-34-x-10-34-float-thin-metal-gallery-frame-gold-threshold-8482/-/A-51062448#lnk=sametab
0,Frames,Target,https://www.target.com/p/elevated-aluminum-poster-frame-black-threshold/-/A-86677152?preselect=86325319#lnk=sametab
0,Frames,Target,https://www.target.com/p/thin-frame-white-threshold/-/A-51106724?preselect=51016059#lnk=sametab
0,Frames,Target,https://www.target.com/p/thin-gallery-matted-photo-frame-black-threshold/-/A-80178533?preselect=54004213#lnk=sametab
0,Frames,Target,https://www.target.com/p/thin-metal-tabletop-frame-brass-threshold/-/A-80178438?preselect=77361210#lnk=sametab
0,Frames,Target,https://www.target.com/p/thin-poster-frame-brass-room-essentials/-/A-79798601?preselect=79447217#lnk=sametab
0,Frames,Target,https://www.target.com/p/traditional-table-picture-frame-room-essentials/-/A-94283022?preselect=91195510#lnk=sametab
0,Frames,Target,https://www.target.com/p/tube-profile-poster-frame-black-room-essentials/-/A-79798602?preselect=54233213#lnk=sametab
0,Frames,Wal-mart,https://www.walmart.com/ip/Mainstays-11x14-Matted-to-8x10-Linear-Gallery-Wall-Picture-Frame-Black/103277419?classType=VARIANT&athbdg=L1600&from=/search
0,Frames,Wal-mart,https://www.walmart.com/ip/Mainstays-16x20-Front-Loading-Wall-Picture-Frame-Black/42247832?classType=VARIANT&athbdg=L1600&from=/search
0,Frames,Wal-mart,https://www.walmart.com/ip/Mainstays-8x10-Front-Loading-Basic-Tabletop-Picture-Frame-Black/42247821?classType=VARIANT&athbdg=L1103&from=/search
0,Frames,Wal-mart,https://www.walmart.com/ip/Mainstays-8x10-Linear-Gold-Gallery-Picture-Frame/3283125546?classType=VARIANT&from=/search
0,Frames,Wal-mart,https://www.walmart.com/ip/Mainstays-8x10-Step-Black-Basic-Tabletop-Picture-Frame/677095975
0,Frames,Wal-mart,https://www.walmart.com/ip/Mainstays-8x10-Step-White-Basic-Tabletop-Picture-Frame/187042918?classType=VARIANT&from=/search
0,Frames,Wal-mart,https://www.walmart.com/ip/Mainstays-8x10-Traditional-Gallery-Wall-Picture-Frame-Black/797856613?classType=VARIANT&athbdg=L1600&from=/search
0,Frames,Wal-mart,https://www.walmart.com/ip/MS-5X7-LINEAR-RUSTIC-PICTURE-FRAME/146838311?classType=VARIANT&from=/search
69216757,FRIHETEN slpr sec3st+stor Skiftebo dark gray NA,Amazon,https://www.amazon.com/PARKOL-Convertible-Sectional-Reversible-Comfortable/dp/B0DKTCR79C/
69216757,FRIHETEN slpr sec3st+stor Skiftebo dark gray NA,Ashley,https://www.ashleyfurniture.com/p/kerle_2-piece_sectional_with_pop_up_bed/APK-26505-L2.html
69216757,FRIHETEN slpr sec3st+stor Skiftebo dark gray NA,Living Spaces,https://www.livingspaces.com/pdp-dimitri-beige-boucle-fabric-2-piece-convertible-sleeper-sectional-with-left-storage-chaise-drop-down-cup-holders-usb-353058
69216757,FRIHETEN slpr sec3st+stor Skiftebo dark gray NA,Bobs,https://www.mybobs.com/furniture/living-room/sectionals/p/20089870
69216757,FRIHETEN slpr sec3st+stor Skiftebo dark gray NA,Raymour_Flannigan,https://www.raymourflanigan.com/living-rooms/sectional-sofas/brynn-2-pc-sofa-chaise-w-pop-up-sleeper-and-storage-299299163
69216757,FRIHETEN slpr sec3st+stor Skiftebo dark gray NA,Wayfair,https://www.wayfair.com/furniture/pdp/wade-logan-brodrick-84-square-arm-sofa-bed-w100389445.html?piid=923760003&auctionId=77fa80a8-de30-4899-bc55-b356ae18e3fc&adTypeId=1
30462136,GENOMDRIVA under cb rnge hood Stainless steel NA,Home Depot,https://www.homedepot.com/p/HAUSLANE-30-in-Ducted-Under-Cabinet-Range-Hood-with-3-Way-Venting-Changeable-LED-Powerful-Suction-in-Stainless-Steel-UC-PS18SS-30/319445265?MERCH=REC-_-plpsearch_multi-_-303418714-_-15-_-n/a-_-n/a-_-n/a-_-n/a-_-n/a
70337819,GLADOM tray tbl 17 1/2x20 5/8 white,Amazon,https://www.amazon.com/URBANCOZ-Removable-Outdoor-Bedroom-Balcony/dp/B0DKFJQTBV/
70337819,GLADOM tray tbl 17 1/2x20 5/8 white,Wal-mart,https://www.walmart.com/ip/Folding-Tray-Metal-Side-Table-Round-End-Table-Black-Sofa-Small-Accent-Fold-able-Tray-Next-Snack-Living-Room-Bed-Garden-4-you/1066726101?classType=VARIANT&from=/search
70337819,GLADOM tray tbl 17 1/2x20 5/8 white,Wayfair,https://www.wayfair.com/furniture/pdp/corrigan-studio-otwell-steel-tray-top-cross-legs-end-table-w004055209.html?piid=1031775905%2C1048277566
0,GLADSTAD upholstered QN,Amazon,https://www.amazon.com/Upholstered-Platform-Headboard-Required-Assembly/dp/B0D6G8C3VK/ref=sr_1_18?crid=337OPQRV539GJ&dib=eyJ2IjoiMSJ9._fb9sHwXImKGXx0mj45irp64jD_l_MMaTx67DtNfjjB9_58ZDFuGUTur_Z15nFdHpWahM2-4cj7oUAGlDhknYJ8ntlZXYuiD15s2C6QiuI4yM06l-CrYzzfMr-h6WEmEb146NPHUkIzyAq-HD5CLjKCOAAZuXwgOaS9DMV265rqF3XZGhlRHQhdB3AU2VlCYTcSKV4HSktwSX2oCe4Tvc8B06mX7LtHd8DObHyHy_la6ra8JMnknNZtk4k3ZgdVtCP-K_UvxuDqycfCLhR61Gv72xcqgyE9qfG0VVoc0hSs.Pq-wQwgJGNvZWPvDMIpkNng7YItxYCrJGfpni7tOPjs&dib_tag=se&keywords=upholstered%2Bbed%2Bqueen%2Bmodern&qid=1743883667&s=home-garden&sprefix=upholstered%2Bbed%2Bqueen%2Bmodern%2Cgarden%2C99&sr=1-18&th=1
0,GLADSTAD upholstered QN,Wayfair,https://www.wayfair.com/furniture/pdp/zipcode-design-beckville-upholstered-low-profile-standard-bed-w004415416.html?piid=1209609778%2C1217184487
70489011,GLOSTAD lvst KNISA dark gray NA,Amazon,https://www.amazon.com/TYBOATLE-Loveseat-Charging-Upholstered-Apartment/dp/B0C4YF3C4T?th=1
70489011,GLOSTAD lvst KNISA dark gray NA,Amazon,https://www.amazon.com/Vesgantti-Velvet-Cushions-Loveseat-Bedroom/dp/B0DKTBRS82/
70489011,GLOSTAD lvst KNISA dark gray NA,Target,https://www.target.com/p/harper-tufted-microfiber-loveseat-sofa-black-lifestyle-solutions/-/A-54665544
70489011,GLOSTAD lvst KNISA dark gray NA,Wal-mart,https://www.walmart.com/ip/BSHTI-Metal-Frame-Loveseat-Couch-Designed-Simple-Lines-LoveseatIt-Fits-well-Apartments-Rooms-Limited-Space-Erfect-Small-Spaces-Velvet-Black/10000056495
70489011,GLOSTAD lvst KNISA dark gray NA,Wayfair,https://www.wayfair.com/furniture/pdp/lark-manor-anylia-78-linen-blend-sofa-with-solid-wooden-legs-w008876460.html?piid=632536399
30335841,GNARP kitchen ut s3 black,Amazon,https://a.co/d/dvNRGZS
30335841,GNARP kitchen ut s3 black,Target,https://www.target.com/p/3pc-nylon-kitchen-utensil-set-turner-spoon-spatula-room-essentials/-/A-91743785?preselect=90002251#lnk=sametab
30335841,GNARP kitchen ut s3 black,Wal-mart,https://www.walmart.com/ip/Mainstays-3-Piece-Kitchen-Utensil-Set-Slotted-Spatula-Slotted-Spoon-and-Solid-Spoon-Black-Nylon/318374594?classType=VARIANT&athbdg=L1103&from=%2Fsearch&sid=83aae26d-5b4d-4115-8254-ee984090349e
10564683,GODMIDDAG service s18 white A,Amazon,https://a.co/d/gdjwS8I
10564683,GODMIDDAG service s18 white A,Target,https://www.target.com/p/12pc-stoneware-avesta-dinnerware-set-threshold/-/A-81508446?preselect=53133560#lnk=sametab
10564683,GODMIDDAG service s18 white A,Wal-mart,https://www.walmart.com/ip/Mainstays-Glazed-White-Stoneware-Dinnerware-Set-12-Pieces/855415392?classType=VARIANT&athbdg=L1200
0,GREJIG shoe rack 58x27x17 grey,Target,https://www.target.com/p/2-tier-fabric-shoe-rack-room-essentials-8482/-/A-53164656#lnk=sametab
0,GRUSNARV N waterprf matt protct QN US,Target,https://www.target.com/p/waterproof-fitted-mattress-protector-room-essentials/-/A-84856022?preselect=84638769#lnk=sametab
0,GULLABERG 3 drawer,Wayfair,https://www.wayfair.com/furniture/pdp/studley-3-drawer-bachelors-chest-w003042306.html?piid=139580851
0,GULLABERG 3 drawer,Wayfair,https://www.wayfair.com/furniture/pdp/winston-porter-3-drawer-dresser-w100687554.html
87077700,HEAT pot stand 19 cork 3-p,Amazon,https://a.co/d/g0kkqyD
87077700,HEAT pot stand 19 cork 3-p,Target,https://www.target.com/p/silicone-trivet-figmint/-/A-93662034?preselect=90006484#lnk=sametab
87077700,HEAT pot stand 19 cork 3-p,Target,https://www.target.com/p/u-brands-3ct-hexagon-cork-bulletin-board-tiles/-/A-16732118#lnk=sametab
87077700,HEAT pot stand 19 cork 3-p,Wal-mart,https://www.walmart.com/ip/RELAX-Cork-Coasters-Round-Set-3-Cork-Trivets-Hot-Pan-Pot-Kettles-Stand-Holder-19-x-19-x-1-cm-Natural-Round-Cork-Placemats-Coffee-Beer-Mug-Home-Bar-Ki/957514234?classType=VARIANT&from=%2Fsearch&sid=687eda71-9c49-4292-aec7-e9155abfa23a
0,HEDFRYLE comforter set FU/QN gray US,Wal-mart,https://www.walmart.com/ip/Reversible-3-Piece-Comforter-Set-HypoAllergenic-Diamond-Stitched-Full-Queen-Navy-Blue-Light-Blue/204918616?classType=VARIANT&from=/search
30587612,"HIDINGSTA  Induction cooktop, black, 30 ",Home Depot,https://www.homedepot.com/p/LG-30-in-4-Burner-Element-Induction-Cooktop-in-Black-with-Power-Element-and-SmoothTouch-Controls-CBIH3013BE/328289010
40507196,HOVET aluminum 30 3/4 x 77 1/8,Home Depot,https://www.homedepot.com/p/Timeless-Home-24-in-W-x-60-in-H-x-Contemporary-Metal-Framed-Rectangle-Silver-Mirror-MIR84920S/328370585
40507196,HOVET aluminum 30 3/4 x 77 1/8,Target,https://www.target.com/p/pexfix-47-x22-rectangle-wall-mirror-framed-bathroom-mirror-for-living-room/-/A-1000053064?preselect=94189034#lnk=sametab
40507196,HOVET aluminum 30 3/4 x 77 1/8,Wayfair,https://www.wayfair.com/decor-pillows/pdp/mercer41-mirta-rectangle-metal-full-length-mirror-w100529210.html?piid=92481032%2C86064306
0,IDANÄS uph stor bed QN GUNNARED dark gray US,Ashley,https://www.ashleyfurniture.com/p/kristiland_queen_upholstered_storage_bed/B794B3.html
70359199,IKEA 365+ food cntnr 1.0 l rectangular/glass,Amazon,https://a.co/d/cDDieHW
70359199,IKEA 365+ food cntnr 1.0 l rectangular/glass,Target,https://www.target.com/p/4-33-cup-glass-food-storage-container-clear-figmint-8482/-/A-87707319#lnk=sametab
70359199,IKEA 365+ food cntnr 1.0 l rectangular/glass,Wal-mart,https://www.walmart.com/ip/Snapware-2-Cup-Total-Solution-Rectangle-Food-Storage-Container-Glass/23000779?classType=VARIANT&athbdg=L1103&from=%2Fsearch&sid=ef8cea02-4cd0-47fb-a8c6-cbd1227e6cf8
29567101,IKEA 365+ food contnr/lid 68 oz rect/plas NA,Target,https://www.target.com/p/4-33-cup-glass-food-storage-container-clear-figmint-8482/-/A-87707319#lnk=sametab
50586975,INNER N inner cush 16x23  white/firm US,Amazon,https://www.amazon.com/Utopia-Bedding-Throw-Pillows-Insert/dp/B0B8CYH18S/ref=sr_1_6?crid=3JI23YT6DNPZM&dib=eyJ2IjoiMSJ9.SwS44HfzXFkLZ9NhQ3bq9Yzm7f10LlPCO8zpoZAcece29wVIWk1gHeksWlMmAfZLsA6QysXp-B2HEeyLkA8117mMor24lazxwSFgPjDkZ42BkPlpeg77KHWJQhExntlX5VkS47i_ki2dATzz-yURdIHuRR3q7ZL5UN7Y-uOZPxtWW8HbPc3xvPE482SbMjAj29nHC_v_3C50HgLQ3KeCJgonBNM6ZXo8MiFOcyWPcc9uZRViHlKeEe22tW0NNRprFNgwHO_KSov8OZMyWis3faljKic0p0wP6HSW1y3xwIinOw8_IipVlzXAdGW-JLpQT-H4KHmTYWk0ASNI6ozGSVH96Qjn5OnHJfx-ob74wgYLKO3Pq0sTD17TP12d1ntPv0jJ74OjQREUfVL3iYCgyJfrViG-zkpr-AWn937rgwySaMJk8eYN76ZgCL3PPN2H.DZpCGVqHWfUrU3vrcg1jAKqOjkbHexXcbkdfK-5eifQ&dib_tag=se&keywords=throw%2Bpillow%2Binsert&qid=1741720749&sprefix=throw%2Bpillow%2Binsert%2Caps%2C85&sr=8-6&th=1
50586975,INNER N inner cush 16x23  white/firm US,Target,https://www.target.com/p/poly-filled-throw-pillow-insert-white-threshold/-/A-89207080?preselect=83783323#lnk=sametab
30586976,INNER N inner cush 20x20  white/firm US,Amazon,https://www.amazon.com/Utopia-Bedding-Throw-Pillows-Insert/dp/B07N7LLNQJ/ref=sr_1_6?crid=3JI23YT6DNPZM&dib=eyJ2IjoiMSJ9.SwS44HfzXFkLZ9NhQ3bq9Yzm7f10LlPCO8zpoZAcece29wVIWk1gHeksWlMmAfZLsA6QysXp-B2HEeyLkA8117mMor24lazxwSFgPjDkZ42BkPlpeg77KHWJQhExntlX5VkS47i_ki2dATzz-yURdIHuRR3q7ZL5UN7Y-uOZPxtWW8HbPc3xvPE482SbMjAj29nHC_v_3C50HgLQ3KeCJgonBNM6ZXo8MiFOcyWPcc9uZRViHlKeEe22tW0NNRprFNgwHO_KSov8OZMyWis3faljKic0p0wP6HSW1y3xwIinOw8_IipVlzXAdGW-JLpQT-H4KHmTYWk0ASNI6ozGSVH96Qjn5OnHJfx-ob74wgYLKO3Pq0sTD17TP12d1ntPv0jJ74OjQREUfVL3iYCgyJfrViG-zkpr-AWn937rgwySaMJk8eYN76ZgCL3PPN2H.DZpCGVqHWfUrU3vrcg1jAKqOjkbHexXcbkdfK-5eifQ&dib_tag=se&keywords=throw%2Bpillow%2Binsert&qid=1741720749&sprefix=throw%2Bpillow%2Binsert%2Caps%2C85&sr=8-6&th=1
30586976,INNER N inner cush 20x20  white/firm US,Target,https://www.target.com/p/poly-filled-throw-pillow-insert-white-threshold/-/A-89207080?preselect=83783324#lnk=sametab
10586977,INNER N inner cush 26x26  white/firm US,Amazon,https://www.amazon.com/Decorative-Inserts-Down-Inserts-Square-Cotton-Fabric-Set-2-White/dp/B06XR7XTZZ/ref=sr_1_5?crid=MNTQL35UEN8C&dib=eyJ2IjoiMSJ9.MQIiAn-rI5_snPjGAhH0AmZmIQlDDlr65gClsDg4rckWhAICAvLsMeQ3lYgTYUaoB28mrP_gnU4wClz2WUJMM8hNQcI0KEr69yxZPmZ7qy-VkEmcANTxfTsEqx3vRom2Rxb3uuVB4F3ESExsr_ZeORHqMoWSmV-BNH4d7EU23XTvwBZ6UFZkDak1K5rUk1RJ8TL0gUEz8NmgMyLNeoQd_AIWP58a_i-H3vgjCHqRn9Mey8up_z2Jxgv_eCW2Iny69__I9SZo8YLgjz7vewsfJXN2ITACNWz_WJp_VZW-ktyoggsHiBHsP3PzSeXc7Ld2UHa_CMDKXzFNEva5GImodU_t4ZqvOCNFLAVVSkLq8LKg5xJEda24_G3b9eaBHuS99jrVDjaXSb2AKhcVNcZxkucG_JTt7efi8G5ThT0Fxm2VirAFI9wxzp2OzfxBsjOO.1XAvwRAcm7FQ-BZDIK4BIGg9rEJBtmA5fn2LfSBgzLo&dib_tag=se&keywords=throw%2Bpillow%2Binsert%2Bdown%2Bfeather&qid=1741721049&sprefix=throw%2Bpillow%2Binsert%2Bdown%2Bfeather%2Caps%2C88&sr=8-5&th=1
10586977,INNER N inner cush 26x26  white/firm US,Amazon,https://www.amazon.com/Utopia-Bedding-Throw-Pillows-Insert/dp/B07Y9QYW88/ref=sr_1_6?crid=3JI23YT6DNPZM&dib=eyJ2IjoiMSJ9.SwS44HfzXFkLZ9NhQ3bq9Yzm7f10LlPCO8zpoZAcece29wVIWk1gHeksWlMmAfZLsA6QysXp-B2HEeyLkA8117mMor24lazxwSFgPjDkZ42BkPlpeg77KHWJQhExntlX5VkS47i_ki2dATzz-yURdIHuRR3q7ZL5UN7Y-uOZPxtWW8HbPc3xvPE482SbMjAj29nHC_v_3C50HgLQ3KeCJgonBNM6ZXo8MiFOcyWPcc9uZRViHlKeEe22tW0NNRprFNgwHO_KSov8OZMyWis3faljKic0p0wP6HSW1y3xwIinOw8_IipVlzXAdGW-JLpQT-H4KHmTYWk0ASNI6ozGSVH96Qjn5OnHJfx-ob74wgYLKO3Pq0sTD17TP12d1ntPv0jJ74OjQREUfVL3iYCgyJfrViG-zkpr-AWn937rgwySaMJk8eYN76ZgCL3PPN2H.DZpCGVqHWfUrU3vrcg1jAKqOjkbHexXcbkdfK-5eifQ&dib_tag=se&keywords=throw%2Bpillow%2Binsert&qid=1741720749&sprefix=throw%2Bpillow%2Binsert%2Caps%2C85&sr=8-6&th=1
10586977,INNER N inner cush 26x26  white/firm US,Target,https://www.target.com/p/feather-filled-throw-pillow-insert-white-threshold/-/A-89207048?preselect=83783317#lnk=sametab
10586977,INNER N inner cush 26x26  white/firm US,Target,https://www.target.com/p/poly-filled-throw-pillow-insert-white-threshold/-/A-89207080?preselect=83783325#lnk=sametab
0,"ISRANUNKEL ergo pllw multi position 16x28 "" US",Amazon,https://www.amazon.com/Anvo-Cervical-Pillow-Neck-Relief/dp/B0DZWPXQDM/ref=sxin_16_pa_sp_search_thematic_sspa?content-id=amzn1.sym.87b1f643-33a9-49d2-948f-44f2ccfe0508%3Aamzn1.sym.87b1f643-33a9-49d2-948f-44f2ccfe0508&crid=12LXOOQZB9VUC&cv_ct_cx=ergonomic%2Bpillow%2Bcervical&keywords=ergonomic%2Bpillow%2Bcervical&pd_rd_i=B0DZWPXQDM&pd_rd_r=238413a0-0043-454c-852a-769652d2be7d&pd_rd_w=U2iJt&pd_rd_wg=8ji5f&pf_rd_p=87b1f643-33a9-49d2-948f-44f2ccfe0508&pf_rd_r=A25G8G04SJA6HE8EJ4V3&qid=1746633258&s=home-garden&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ergonomic%2Bpillow%2Bcervical%2Cgarden%2C86&sr=1-5-6024b2a3-78e4-4fed-8fed-e1613be3bcce-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1
20577963,ISTAD resealable bag patt/blk yel 60-p NA,Amazon,https://a.co/d/iltWqEA
20577963,ISTAD resealable bag patt/blk yel 60-p NA,Target,https://www.target.com/p/quart-storage-bags-up-up/-/A-87142681?preselect=14730775#lnk=sametab
20577963,ISTAD resealable bag patt/blk yel 60-p NA,Wal-mart,https://www.walmart.com/ip/Great-Value-Freezer-Guard-Double-Zipper-Freezer-Bags-Quart-50-Count/884809067?classType=VARIANT&athbdg=L1103&from=%2Fsearch&sid=cfb85672-16c6-450b-aa59-8269dda634c9
0,JONAXEL 4 drawer wire basket,Target,https://www.target.com/p/4-drawer-metal-storage-organizer-white-brightroom-8482/-/A-83521355#lnk=sametab
0,JONAXEL 4 drawer wire basket,Wal-mart,https://www.walmart.com/ip/Closetmaid-432600-3-Drawer-Wire-Organizer-White/1715695019?classType=REGULAR&from=/search&adid=22222222224&wmlspartner=wmtlabs&veh=sem&vtcWeb=a6U9m-metyeTC5YBZs1RBs&expiryTime=1745849124175&c=mWebSmartBanner
0,JONAXEL 4 drawer wire basket,Lowes,https://www.walmart.com/ip/MS-3-Drawer-Wide-Cart-Washed-Stone/8878353470?classType=REGULAR&athbdg=L1600&adid=22222222224&wmlspartner=wmtlabs&veh=sem&vtcWeb=a6U9m-metyeTC5YBZs1RBs&expiryTime=1745849124175&c=mWebSmartBanner
0,JONAXEL 4 drawer wire basket,Lowes,https://www.walmart.com/ip/MS-3-Drawer-Wide-Cart-Washed-Stone/8878353470?classType=REGULAR&athbdg=L1600&adid=22222222224&wmlspartner=wmtlabs&veh=sem&vtcWeb=a6U9m-metyeTC5YBZs1RBs&expiryTime=1745849124175&c=mWebSmartBanner
30586981,JUSTINA NN chr pad 17/14x16x2  natural US,Wal-mart,https://www.walmart.com/ip/Shinnwa-Chair-Cushions-for-Kitchen-Chairs-Set-of-4-Dining-Chair-Pads-with-Ties-Set-of-4-U-Shaped-Non-Slip-Back-Removable-Cover-16-x-16-5-Burgundy/1184955038?classType=VARIANT
39440593,KIVIK sofa TIBBLEBY beige/gray US,Amazon,https://www.amazon.com/LEISLAND-Chenille-Removable-Low-Back-Detachable/dp/B0BZPFBQ7X?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=ARUUQ6IYNXI1H&gPromoCode=8020472793368003063&gQT=1&th=1
39440593,KIVIK sofa TIBBLEBY beige/gray US,Ashley,https://www.ashleyfurniture.com/p/belvoir_sofa/9230538.html
39440593,KIVIK sofa TIBBLEBY beige/gray US,Crate and Barrel,https://www.crateandbarrel.com/axis-2-seat-88-sofa/s330123
39440593,KIVIK sofa TIBBLEBY beige/gray US,Living Spaces,https://www.livingspaces.com/pdp-reid-buff-80-inch-sofa-277918?region_id=808080
39440593,KIVIK sofa TIBBLEBY beige/gray US,Bobs,https://www.mybobs.com/furniture/living-room/sofas-couches/p/20087177
39440593,KIVIK sofa TIBBLEBY beige/gray US,Wayfair,https://www.wayfair.com/furniture/pdp/hokku-designs-adelmina-886-square-arm-sofa-w011415677.html?piid=948264296
9482848,KIVIK sofa w/chs TRESUND anthracite US,Amazon,https://www.amazon.com/ASHOMELI-Convertible-Multi-Functional-Reversible-Breathable/dp/B0CJHMXNRN/
9482848,KIVIK sofa w/chs TRESUND anthracite US,Ashley,https://www.ashleyfurniture.com/p/gardiner_sofa_chaise/5240418.html
9482848,KIVIK sofa w/chs TRESUND anthracite US,Crate and Barrel,https://www.crateandbarrel.com/axis-2-piece-sectional-sofa/s328887
9482848,KIVIK sofa w/chs TRESUND anthracite US,Crate and Barrel,https://www.crateandbarrel.com/unwind-slipcovered-92-sofa/s360593
9482848,KIVIK sofa w/chs TRESUND anthracite US,Living Spaces,https://www.livingspaces.com/pdp-bonaterra-sand-reversible-sofa-chaise-282379
9482848,KIVIK sofa w/chs TRESUND anthracite US,Bobs,https://www.mybobs.com/furniture/living-room/sectionals/p/20081612
9482848,KIVIK sofa w/chs TRESUND anthracite US,Raymour_Flannigan,https://www.raymourflanigan.com/outlet/sofas-sectionals-clearance/farron-chenille-reversible-sofa-chaise-200294724
9482848,KIVIK sofa w/chs TRESUND anthracite US,Wayfair,https://www.wayfair.com/furniture/pdp/sand-stable-yates-2-piece-upholstered-pull-out-sectional-sleeper-sofa-with-storage-chaise-hghm1309.html?piid=95374771
0,KLUBBSPORRE ergo pllw side/back sleeper QN US,Amazon,https://www.amazon.com/Releep-Sleeping-Cervical-Ergonomic-Orthopedic/dp/B0CRB3XML2/ref=sr_1_25_sspa?crid=31QTL1KDLIL01&dib=eyJ2IjoiMSJ9.9V2wbwN6u2jxdVyZBqKTakn0-Y05DtLvDm-ZpOstvTIVX808gc4Rd0VnEFv3JVtBWWlSmbm23wX7WjGEamKYSaRBV5yoJFsx31THYnh8UARwfSECWFfjVv2bMnESZATJqtZ7GN4hu_ORgMZrrjiViUd0ug_yr98POpIeofWsW63lOkEazmRiVtlo-UBASyyhaEoqYo4nPmtXWcVGM5wcFsrRzQb3ZljSG9-Cl1UBxKGOc9xhGwKlcmUrea4rCh_zoPq8nljfvwEtt2VFbE6n8QtRac5iiJEpyjLpUhWhPPk.t6FFqVSjdXFxQV3MyrXq1Tt7BM3r15BxM05qL8ScU44&dib_tag=se&keywords=memory%2Bfoam%2Bcooling%2Bpillow&qid=1746631440&refinements=p_n_feature_thirteen_browse-bin%3A23750991011%2Cp_72%3A1248915011&rnid=1248913011&s=home-garden&sprefix=memory%2Bfoam%2Bcooling%2Bpillow%2Caps%2C119&sr=1-25-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&th=1
0,KLUBBSPORRE ergo pllw side/back sleeper QN US,Wal-mart,https://www.walmart.com/ip/Sealy-Essentials-Cooling-Gel-Memory-Foam-Pillow-Standard-Adult/345554036?classType=REGULAR&from=/search
30449908,LACK NN side tbl 21 5/8x21 5/8 white,Amazon,https://www.amazon.com/Furinno-Classic-Square-Parsons-1-Pack/dp/B0CBNJ54H1/
30449908,LACK NN side tbl 21 5/8x21 5/8 white,Wal-mart,https://www.walmart.com/ip/Classic-Square-Parsons-Side-End-Table-1-Pack-White/12706823355?classType=VARIANT&from=/search
30449908,LACK NN side tbl 21 5/8x21 5/8 white,Wayfair,https://www.wayfair.com/furniture/pdp/wade-logan-arqam-end-table-w006110408.html?piid=1085174010
0,LADDA AA 2450 mAh,Amazon,https://www.amazon.com/AmazonBasics-Rechargeable-Batteries-8-Pack-Pre-charged/dp/B00CWNMV4G/ref=sr_1_194?crid=21BFCAUA71G7W&keywords=rechargeable%2Bbatteries&qid=1704379199&sprefix=rechargeable%2Bbatteries%2Caps%2C101&sr=8-194&th=1
0,LADDA AA 2450 mAh,Amazon,https://www.amazon.com/Panasonic-BK-3MCCA4BA-eneloop-Pre-Charged-Rechargeable/dp/B00JHKSN76/ref=sr_1_11?crid=23KRYWAVUEX7U&keywords=eneloop+rechargeable+batteries&qid=1704380539&sprefix=eneloop+rechargeable+batteries%2Caps%2C85&sr=8-11
0,LÅSBRÄKEN comforter FU/QN gray US,Target,https://www.target.com/p/down-alternative-washed-microfiber-comforter-room-essentials/-/A-82184686?preselect=81785993#lnk=sametab
50178411,Latt,Amazon,https://www.amazon.com/Max-Finn-Hunter-Furniture-Natural/dp/B08223T1CB/ref=pd_subss_hxwPER_sspa_dk_detail_d_sccl_1_5/145-5568346-3122929?pd_rd_r=fa109d82-577a-4789-9c34-6efc7a619bba&pd_rd_wg=krpza&pd_rd_w=zEk7W&pd_rd_i=B08223T1CB&psc=1
0,LIVBOJ wireless charger,Amazon,https://www.amazon.com/AmazonBasics-15W-Certified-Wireless-Charging/dp/B0872RLX6Z/ref=sr_1_2?crid=1G8PK4GXEZOJM&dib=eyJ2IjoiMSJ9.IBDBrFnTBomJnT3PNJhM9QCPwIXoz2QSEOJ2j5Dj7ECp7Zg-X4dA0vNxu-HmmTlfrON-TCxEJO0-sWjKoVdMpKi7pwDHoxxM4kRQmshjDa3fJ3gyYmDTLYucdJjYDSCpNPLdW2NNL8B51jwBi2XpDFI5PQHkpnjsr88fT7Ybdm0.l32s9O4-voglZJEJBtjzBHPQEMf_g99PqqXfgpqIM_c&dib_tag=se&keywords=wireless+charger&qid=1742230819&refinements=p_n_feature_forty-seven_browse-bin%3A24677333011&rnid=21180941011&sprefix=wireless+charg%2Caps%2C96&sr=8-2
0,LIVBOJ wireless charger,Target,https://www.target.com/p/anker-10w-wireless-charging-pad-with-4-39-cable-and-18w-wall-charger-black/-/A-89089865#lnk=sametab
0,LIVBOJ wireless charger,Target,https://www.target.com/p/apple-magsafe-charger-1m/-/A-91119739#lnk=sametab
0,LIVBOJ wireless charger,Wal-mart,https://www.walmart.com/ip/onn-5W-Wireless-Charging-Pad-Compatible-with-All-Qi-Enabled-Devices/803013181?athbdg=L1600&from=searchResults
0,LOTE 3 drawer ,Target,https://www.target.com/p/3-drawer-wide-tower-light-gray-brightroom-8482/-/A-83359715#lnk=sametab
0,LOTE 3 drawer ,Target,https://www.target.com/p/3-drawer-wide-tower-white-brightroom-8482/-/A-91536119#lnk=sametab
